qid,question,options,q_image,answer_q,subject,contain_img,img_file,user_id
mi293,"What advice does Dr Alyssa O'Brien give for making the most out of lectures?
Check two options.","[Build a relationship with your lecturer.,Read the course readings.,Talk to your classmates.,Sit at the back.]",,"[Build a relationship with your lecturer.,Read the course readings]",english,0,,admin
mi294,"What two observations does Dr Marie Stevenson make about students working in groups?
Check two options.","[Younger students tend to let older students do the bulk of the work.,Females tend to let males do the bulk of the work.,Non-native speakers tend to let native speakers do the bulk of the work.,Part-time students tend to let full-time students do the bulk of the work.]",,"[Females tend to let males do the bulk of the work.,Non-native speakers tend to let native speakers do the bulk of the work.]",english,0,,admin
mi295,"What advice do the students give for communicating effectively at university?
Check two options.","[Refer to your work experience when communicating at university.,Attend orientation week.,Follow up emails with spoken conversations.,Attend talks.]",,"[Attend orientation week.,Attend talks]",english,0,,admin
mi296,"Jiyoung is an international student from Korea studying in Australia. In the past, she has had trouble participating in seminars, but over the last month, she has successfully attained her goal 'Speak once in a seminar.' According to lesson 2.3a, what goals can she set herself now to increase her participation?
Check two options.
","[Refer back to what someone else contributed to the discussion.,Challenge an argument made in the seminar.,Speak twice in each seminar.,Make a presentation.]",,"[Refer back to what someone else contributed to the discussion.,Challenge an argument made in the seminar.]",english,0,,admin
mi297,"What are two things you can do to participate actively in tutorials?
Check two options.","[Bring questions from the lectures.,Speak as much as possible.,Keep up with the other parts of your course.,Talk about what you're doing on the weekend.]",,"[Bring questions from the lectures.,Keep up with the other parts of your course.]",english,0,,admin
mi298,"Which of the following is an assertion?
Check two options.","[""Write up the results by Friday."",""I think the next step is writing up the results but um what do you guys think?"",""The next step is to write up the results."",""We might start with writing up the results.""]",,"[""Write up the results by Friday."",""The next step is to write up the results.""]",english,0,,admin
mi299,"Which of the following is a proposal?
Check two options.
","[""Write up the results by Friday."",""I think the next step is writing up the results but um what do you guys think?"",""The next step is to write up the results."",""We might start with writing up the results.""]",,"[""We might start with writing up the results."",""I think the next step is writing up the results but um what do you guys think?""]",english,0,,admin
mi300,"What suggestions do the students make about how to find out what is expected of you from an assignment?
Check two options.","[Email administrative staff with the faculty.,Make an appointment to meet with a lecturer or tutor.,Check the unit of study outline.,Asking your friends from high school.]",,"[Make an appointment to meet with a lecturer or tutor.,Check the unit of study outline.]",english,0,,admin
eng1,Which of the following situations best represents group communication as defined in the textbook?,"[People talking in an elevator.,People discussing the weather at an airport.,Fans cheering at a baseball game.,Jury members deliberating a court case.,A congregation listening to a sermon.]",,Jury members deliberating a court case.,english,0,,admin
eng2,A group with 7 members has the potential for _______ different types of interactions.,"[9,90,666,900,966]",,966,english,0,,admin
eng3,What is the ideal group size for a problem-solving discussion?,"[3–5 people,4–6 people,5–7 people,6–9 people,8–12 people]",,5–7 people,english,0,,admin
eng4,"According to your textbook, the most important factor separating successful groups from
unsuccessful ones is","[having a minimum of 5 and a maximum of 12 members in a group.,a clear goal.,strong leadership.,member independence and interdependence.,group morale.]",,clear goal.,english,0,,admin
eng5,"According to your textbook, a group's context refers to","[the type and size of the group.,the group's physical and psychological setting.,the group's purpose history and status.,the characteristics of and relationships among group members.,all of the above.]",,all of the above.,english,0,,admin
eng6,"To which basic element of communication is Grace giving special attention when she prepares for an
important group meeting by making sure her business suit is pressed, that her hair is well-groomed, that
her perfume is pleasant but subtle, and that she takes a breath mint before entering the meeting room?","[channels,external noise,feedback,verbal message,internal noise]",,channels,english,0,,admin
eng7,"In a communication transaction, feedback represents","[a group's physical and psychological environment., anything that interferes with or inhibits effective communication.,the media through which group members share messages.,the response or reaction to a message., ideas information opinions and/or feelings that generate meaning.]",,the response or reaction to a message.,english,0,,admin
eng8,"Which of the following examples best illustrates the systems theory principle that ""systems try to
maintain balance in their environment""?","[Members may take time off to ""play"" when work becomes too intense.,Members may unexpectedly come up with new ideas and techniques.,Effective groups have clear goals.,Groups suffer if members fail to cooperate.,Groups rely on member input to achieve a common goal.]",,"Members may take time off to ""play"" when work becomes too intense.",english,0,,admin
eng9,"The cooperative interaction of several factors that results in a combined effect greater than the total
of all individual parts is referred to as","[interaction.,common goals.,interdependence.,synergy.]",,synergy.,english,0,,admin
eng10,A stamp collecting club is an example a,"[self-help group.,social group.,learning group.,service group.,public group.]",,social group.,english,0,,admin
eng11,Your family is an example of a,"[primary group.,social group.,public group.,service group.,none of the above]",,primary group.,english,0,,admin
eng12,A local Alcoholics Anonymous chapter is an example of a,"[primary group.,self-help group.,learning group.,service group.,public group.]",,self-help group.,english,0,,admin
eng13,"Guests who appear on talk shows and interact with other guests for the benefit of an audience are
participating in a","[symposium., forum.,panel discussion.,governance group.,service group.]",,panel discussion.,english,0,,admin
eng14,"A group of police officers presenting short, uninterrupted speeches on different aspects of
community safety are participating in a","[symposium.,forum.,panel discussion.,governance group.]",,symposium.,english,0,,admin
eng15,"A college appoints a moderator and holds an open discussion to provide students with the
opportunity to ask questions and express their concerns regarding a proposed increase in tuition. This
setting for group communication is an example of a","[symposium.,forum.,panel discussion.,governance group.,service group.]",,forum.,english,0,,admin
eng16,A college's Board of Trustees that makes public policy decisions may be classified as a,"[symposium.,forum.,panel discussion.,governance group.,service group.]",,governance group.,english,0,,admin
eng17,Which of the following characteristics demonstrates one of the disadvantages of working in groups?,"[Groups make better decisions when working on complex tasks.,Working in groups enhances member learning.,Groups require significant time energy and resources.,Groups are often more creative than members working alone.,Members usually enjoy working with others in groups.]",,Groups require significant time energy and resources.,english,0,,admin
eng18,A virtual group is one which,"[relies on technology to communicate.,exists only for a short period of time.,lacks a leader.,lacks a clear purpose.,has the same dynamic as other groups.]",,relies on technology to communicate.,english,0,,admin
eng19,Statements that explain or predict how people communicate are,"[theories.,strategies.,skills.,resources.,rules.]",,theories.,english,0,,admin
eng20,"When seeking to resolve group tensions, the dialectic approach recommends a __________________
approach.","[compromise,either/or,both/and,approach/avoidance,task/maintenance]",,both/and,english,0,,admin
eng21,"All of the following pairs of common folk proverbs illustrate the contradictory nature of dialectic
tensions EXCEPT","[""Opposites attract"" and ""Birds of a feather flock together."",""Two's company three's a crowd"" and ""The more the merrier."",""Look before you leap"" and ""He who hesitates is lost."",""Waste not, want not"" and ""Music makes the world go 'round. "",""To know him is to love him"" and ""Familiarity breeds contempt.""]",,"""Waste not, want not"" and ""Music makes the world go 'round. """,english,0,,admin
eng22,"In group dialectic terms, effective groups balance structure and","[heterogeneity.,disengagement.,spontaneity.,engagement.,individual goals.]",,spontaneity.,english,0,,admin
eng23,"In dialectic terms, effective groups balance conflict with","[conformity., cohesion., structure., closed systems.,social dimensions.]",,cohesion.,english,0,,admin
eng24,"In dialectic terms, effective groups balance task dimensions with","[conformity dimensions.,cohesion dimensions.,structure dimensions.,closed dimensions.,social dimensions.]",,social dimensions.,english,0,,admin
eng25,The open system ↔ closed system group dialectic can be described as,"[balancing a commitment to group norms and standards with a willingness to differ and change.,balancing member similarities and differences.,balancing external support and recognition with internal group solidarity and rewards., balancing member energy and labor with the group's need for rest and renewal.,balancing members' personal goals with the group's goal.]",,balancing external support and recognition with internal group solidarity and rewards.,english,0,,admin
eng26,"A both/and approach to resolving dialectic tensions in groups empowers members.
Which of the following examples demonstrates the characteristics of autonomy in an empowered group?","[The group believes it has the ability to achieve its common goal.,The group believes that its common goal is important and worthwhile.,The group has the freedom to make decisions and implements its decisions.,The group believes that its work produces significant benefits for other people and organizations.,The group has high morale and understands the value of play as well as work.]",,The group has the freedom to make decisions and implements its decisions.,english,0,,admin
eng27,"All of the following principles of ethical communication are included in the National Communication
Association's Credo for Ethical Communication EXCEPT","[We endorse freedom of speech only when the truth does not cause detrimental results or harm others.,We advocate truthfulness accuracy honesty and reason as essential to the integrity of communication.,We strive to understand and respect other communicators before evaluating and responding to their messages.,We are committed to the courageous expression of personal conviction in pursuit of fairness and justice.,We promote a communication climate of caring and mutual understanding.]",,We endorse freedom of speech only when the truth does not cause detrimental results or harm others.,english,0,,admin
eng28,"In which of Tuckman's Group Development Stages do members resolve status conflicts and learn to
work as a cohesive team?","[performing, storming,adjourning,norming,forming]",,norming,english,0,,admin
eng29,"You have just joined a newly formed group responsible for developing a recycling program for your
community. At first, group members are somewhat uncomfortable working with strangers. Which of
uckman's stages of group development is your group experiencing?","[norming,storming,forming,performing,reforming]",,forming,english,0,,admin
eng30,"Because most members of a new group want to create a good first impression, they tend to be overly
polite with one another during their initial meetings. They don't interrupt one another and avoid expressing
strong opinions. These behaviors are characteristic of","[dialectic tension.,primary tension.,secondary tension.,tertiary tension.,assimilation tension.]",,primary tension.,english,0,,admin
eng31,"Ernest Bormann's description of primary tension resembles Tuckman's _________stage of group
development.","[forming,storming,norming,performing, adjourning]",,,english,0,,admin
eng32,"Ernest Bormann's description of _________ resembles Tuckman's forming stage of group
development.","[secondary tension,primary tension,the norming stage,the performing stage,the adjourning stag]",,primary tension,english,0,,admin
eng33,"In which of which of Carolyn Anderson's group socialization stages do members adjust to group
expectations, assume needed roles, and balance their personal goals
with the group's goals?","[antecedent phase,anticipatory phase,encounter phrase,assimilation phase,exit phase]",,encounter phrase,english,0,,admin
eng34,"In which of which of Carolyn Anderson's group socialization stages do members become fully
ntegrated into the group's culture?","[antecedent phase,anticipatory phase,encounter phrase,assimilation phase,exit phase]",,assimilation phase,english,0,,admin
eng35,"According to Locke and Latham's Goal Theory, all of the following criteria are critical for
developing effective group goals EXCEPT","[the goals are specific.,the goals are accepted by members.,the goals are simple and easy to achieve.,the goals are set by members and the group.,the goals allow for member growth.]",,the goals are simple and easy to achieve.,english,0,,admin
eng36,"_________ occur when members' private goals conflict with the group's common goals and represent
what people really want rather than what they say they want.","[The storming stage,Hidden agendas,Primary tension,Tertiary tension]",,Hidden agendas,english,0,,admin
eng37,All of the following statements are true about hidden agendas EXCEPT,"[Hidden agendas exist in most groups.,Hidden agendas occur when there is poor group leadership.,Hidden agendas disrupt the flow of communication.,Hidden agendas should be discussed and dealt with by the group.,Hidden agendas do not cause problems in a group.]",,Hidden agendas occur when there is poor group leadership.,english,0,,admin
eng38,Implicit norms are,"[easy to recognize., quickly apparent to new members.,rarely discussed by members.,imposed by an outside authority.,disruptive of the group process.]",,rarely discussed by members.,english,0,,admin
eng39,Which of the following examples depicts an explicit norm?,"[Group members have learned to leave the seat nearest the door for their leader.,Within a few days after work together in a newly formed committee, members begin using one another's first names.,Ralph has begun bringing extra copies of the group's agenda to the meeting for members who have forgotten
theirs.,Everyone abides by the ""be on time; be out on time"" rule set on the first day of the group meetings.,After getting the ""evil eye"" from several members, Ruthie stops checking her BlackBerry during meetings.]",,"Everyone abides by the ""be on time; be out on time"" rule set on the first day of the group meetings.",english,0,,admin
eng40,Which of the following examples depicts an implicit norm?,"[As specified in the group's bylaws members use parliamentary procedure when the group debates a motion.,Even though members know one another's names everyone wears their company issued nametags to meetings.,Members take their turn—in alphabetical order—taking minutes at every meeting.,Members have learned that because meetings usually begin fifteen minutes later than scheduled they can arrive a little late.,Members agree that no one should be allowed to consult their BlackBerries during a meeting without
permission.]",,"Members have learned that because meetings usually begin fifteen minutes later than scheduled they
can arrive a little late.",english,0,,admin
eng41,"Your group has discussed and decided that members will take turns recording and typing the
minutes from each meeting. A(n) _______________ has been established.","[conforming norm,implicit norm,deviant norm,explicit norm,inclusion norm]",,explicit norm,english,0,,admin
eng42,"Whenever your department has a staff meeting, the supervisor always sits at the head of the table.
Group members know they should not take the seat at the head of the table even though they have not been
told to avoid that seat. A(n) _______________ is operating in the group.","[conforming norm,implicit norm,deviant norm,explicit norm,inclusion norm]",,implicit norm,english,0,,admin
eng43,"Which of the 4 categories of norms is operating in the following example? Your group makes
decisions by majority rule. A(n) _______________ is operating in this circumstance.","[status normm,interaction norm,achievement norm,procedural norm,inclusion norm]",,procedural norm,english,0,,admin
eng44,"Which of the 4 categories of norms is operating in the following example? Most group members
defer to or agree with Tasha and Bill when they make a recommendation. A(n) _______________ is
operating in this circumstance.","[status norm,interaction norm,achievement norm,procedural norm,inclusion norm]",,status norm,english,0,,admin
eng45,"Stanley Milgram's classic experiment to find out whether people would obey commands to give
""subjects"" painful electric shocks demonstrated that","[people are ruthless when making decisions about the welfare of strangers.,pressure from an authority figure can outweigh individual judgment and morality.,people who know they're in experiments like to fool the researchers., inclusion and affection needs are strong in groups.,group members are punished for violating norms.]",,pressure from an authority figure can outweigh individual judgment and morality.,english,0,,admin
eng46,"In Philip Zimbardo's famous study, students were assigned the role of guard or prisoner in a
realistic-looking prison in a Stanford University basement. The experiment was halted before its scheduled
completion because","[the students missed too many classes.,the ""prisoners"" rebelled and locked out the ""guards."",the ""guards"" became abusive and the ""prisoners"" became passive and depressed.,the experimenters told the ""guards"" to give the ""prisoners"" electric shocks.,the ""guards"" enjoyed teasing and giving their ""prisoner"" buddies a hard time.]",,"the ""guards"" became abusive and the ""prisoners"" became passive and depressed.",english,0,,admin
eng47,"Stanley Milgrim (Yale University) and Philip Zimbardo (Stanford University) conducted famous
experiments that demonstrated the","[pressure to conform to authority rule.,desire of group members to get along with one another.,important role of norms in group communication.,rewards for compliance to norms.,causes of unethical communication in groups.]",,pressure to conform to authority rule.,english,0,,admin
eng48,"Which of the following strategies is recommended as an effective method for dealing with destructive
nonconformity in groups?","[Accept the member's disruptive behavior.,Confront the disruptive member and try to modify his or her behavior., Exclude the disruptive member by ignoring his or her comments during the discussion.,all of the above,none of the above]",,all of the above,english,0,,admin
eng49,"Max was disturbed by the way in which group members interrupted one another during discussions.
He could see that some of the quieter members were intimidated by this norm. Max decided that he would
try to change the norm by continuing to talk right through an interruption in the hope that the members
who usually interrupted would stop. What strategy was Max using to change group norms?","[the suggestions or actions of a high-status member, the suggestions of highly confident members,group discussion and decision making,direct criticism of other members,continued interaction using a different behavior]",,continued interaction using a different behavior,english,0,,admin
eng50,"Which of the following characteristics was NOT one of the 8 characteristics that emerged in the Carl
Larson and Frank LaFasto study that asked ""What are the secrets of successful teams?""","[adherence to group norms,a clear elevated goal,competent team members,a collaborative climate,principled leadership]",,adherence to group norms,english,0,,admin
eng51,"How do virtual groups differ from face-to-face groups during the storming stage of group
development?","[Technical problems and differences in members' technical expertise affect how members compete for high-
status roles..Member diversity complicates the establishment of norms..Members must learn how to overcome technical roadblocks as they use different media to achieve a common goal.,Members may continue to interact using email even after the group has completed its task.,Some members will not respond well to technology.]",,"Technical problems and differences in members' technical expertise affect how members compete for
high-status roles.",english,0,,admin
eng52,"Which of Maslow's Hierarchy of Needs is primarily met when a neighborhood
watch group forms to deter crime in the community?","[safety,self-actualization,esteem,belongingness,physiological]",,safety,english,0,,admin
eng53,"Which of Maslow's Hierarchy of Needs is primarily met when someone joins an exclusive club or is
elected as leader of a prestigious group?","[safety,self-actualization,esteem,belongingness,physiological]",,esteem,english,0,,admin
eng54,"According to Schutz's FIRO Theory, a group member who feels accepted by the group is an","[ideal social member.,undersocial member.,ideal personal member.,overpersonal member.,underpersonal member.]",,ideal social member.,english,0,,admin
eng55,"According to Schutz's FIRO Theory, if group members' affection needs are not met, they may become","[undersocial or oversocial members.,abdicrats or autocratics., ideal personal or ideal social members.,overpersonal or underpersonal members.,undersocial or underpersonal members.]",,overpersonal or underpersonal members.,english,0,,admin
eng56,Control in a group refers to the,"[individual holding an official leadership position.,individual holding an unofficial leadership position.,extent to which members behave as though they know more than everyone else.,extent to which members feel competent, confident, and free to make their own decisions.,extent to which meetings stay on the agenda.]",,"extent to which members feel competent, confident, and free to make their own decisions.",english,0,,admin
eng57,"When a group member exhibits a unique set of skills or behavioral patterns that serve specific
functions within the group, that member has assumed a(n) ___________.","[norm,role,autocratic function,abdicratic function,leadership function]",,role,english,0,,admin
eng58,"_______________ functions describe group members who strive to get along and satisfy one another's
needs while pursuing a shared goal.","[Self-centered,Task, Maintenance,Participation,All of the above]",,Maintenance,english,0,,admin
eng59,"_______________ functions describe negative roles in which individual needs are put ahead of both
the group's goal and other members' needs.","[Self-centered,Task,Maintenance,Participation,All of the above]",,Self-centered,english,0,,admin
eng60,"""I will check our Affirmative Action Policy and see what it says about. . . ."" This statement would
most likely be made by a group member functioning in which of the following task roles?","[information seeker,information giver,opinion seeker,opinion giver,clarifier-summarizer]",,information seeker,english,0,,admin
eng61,All of the following functions are group task roles EXCEPT,"[initiator.,compromiser.,clarifier-summarizer.,opinion seeker.,evaluator-critic.]",,compromiser.,english,0,,admin
eng62,All of the following functions are group maintenance roles EXCEPT,"[harmonizer.,tension releaser.,gatekeeper.,observer-interpreter.,information giver.]",,information giver.,english,0,,admin
eng63,"R. Meredith Belvin's Team-Role Theory differs from the older Benne and Sheats's role
classifications in that Belvin's roles","[apply to most groups regardless of their goal.,focus on how members interact with one another in a variety of roles.,recognize that group members seek out and perform roles that are most natural to them.,apply to most groups regardless of their context.,include gatekeeper and harmonizer.]",,recognize that group members seek out and perform roles that are most natural to them.,english,0,,admin
eng64,"According to Belvin's Team-Role Theory, which of the following roles describes a conscientious,
methodical person who transforms group decisions into practical actions?","[harmonizer, implementer,shaper,gatekeeper,resource investigator]",,implementer,english,0,,admin
eng65,"""Maria, we haven't heard from you yet and want to make sure that everyone gets a chance to weigh
in on this issue. "" This statement would most likely be made by a group member functioning in which of the
following roles?","[harmonizer,standard monitor,observer-interpreter,gatekeeper,procedural technician]",,gatekeeper,english,0,,admin
eng66,"""That's fine with me. Just tell me what to do."" This statement would most likely be made by a group
member functioning in which of the following roles?","[teamworker-follower,deserter,harmonizer,blocker,tension releaser]",,teamworker-follower,english,0,,admin
eng67,"If a group member says ""That's a stupid idea. Think you could come up with anything better?"" as a
way of intimidating others, asserting authority, and monopolizing discussion, which role is this person
demonstrating?","[clown,tension releaser,dominator,recognition seeker,deserter]",,dominator,english,0,,admin
eng68,"_____________ refers to the level of fear or anxiety associated with either real or anticipated
communication with another person or persons.","[Self-concept,Feedback,Communication apprehension,Assertiveness,Confidence]",,Communication apprehension,english,0,,admin
eng69,"According to McCroskey's research, what percent of the general population experiences very high
levels of communication apprehension?","[10%,20%,30%,40%,50%]",,0.2,english,0,,admin
eng70,"Which of the following descriptions is likely to be true of highly apprehensive group members
compared to low apprehensive members?","[Highly apprehensive members talk more in group discussions.,Highly apprehensive members are more likely to become group leaders.,Highly apprehensive members appear more confident.,Highly apprehensive members assert themselves and their beliefs.,Highly apprehensive members agree with others rather than voice disagreement.]",,Highly apprehensive members agree with others rather than voice disagreement.,english,0,,admin
eng71,"Your textbook suggests all of the following strategies for reducing communication apprehension in
groups EXCEPT","[Realize that everyone experiences communication apprehension.,Be well prepared.,Force yourself to speak as much and as often as you can to a variety of large and small audiences.,Substitute worrisome, irrational thoughts about communicating with more positive thoughts.,Take time to visualize yourself communicating effectively.]",,Force yourself to speak as much and as often as you can to a variety of large and small audiences.,english,0,,admin
eng72,All of the following are means of providing constructive feedback EXCEPT,"[Focus on the behaviors rather than the person.,Describe the behavior rather than judging it.,Provide observations rather than assumptions.,Choose an appropriate time and place.,Give feedback to advance your own goals.]",,Give feedback to advance your own goals.,english,0,,admin
eng73,Cognitive restructuring is an anxiety reduction technique that involves,"[learning communication skills such as following an agenda, speaking clearly and becoming more sensitive to
feedback.,taking time to visualize yourself communicating effectively.,substituting worrisome irrational thoughts about communicating with more positive thoughts.,relaxing physically in order to relax your mind.,realizing that you are not the only person who gets nervous when called upon to speak in front of others.]",,"substituting worrisome, irrational thoughts about communicating with more positive thoughts.",english,0,,admin
eng74,"Walther's theory of hyperpersonal communication in virtual groups indicates that
some members","[ask more personal questions of other group members.,ask less personal questions of other group members.,are less confident in mediated settings than in face-to-face settings.,are more confident in mediated settings than face-to-face meetings.,none of the above]",,are more confident in mediated settings than face-to-face meetings.,english,0,,admin
eng75,"Group members with low levels of communication apprehension can help members with high
apprehension reduce their level of fear and anxieties about communicating by using all of the following
strategies EXCEPT","[openly discuss a member's apprehension with the entire group.,provide supportive and constructive feedback.,actively encourage and include anxious members in group discussions.,stop talking.,ask questions that the apprehensive members know how to answer.]",,openly discuss a member's apprehension with the entire group.,english,0,,admin
eng76,Assertiveness seeks an appropriate balance between,"[engagement and disengagement.,passivity and aggression.,conformity and nonconformity.,conflict and cohesion.,high apprehension and low apprehension.]",,passivity and aggression.,english,0,,admin
eng77,Compulsive talkers tend to,"[encourage participation by all group members.,feel more inhibited in group settings., dominate discussions.,xperience high levels of communication apprehension.,do all of the above.]",,dominate discussions.,english,0,,admin
eng78,All of the following are characteristics of passive (nonassertive) group members EXCEPT,"[They are reluctant to express opinions.,They fear criticism from others.,They feel a greater sense of power.,They may experience high levels of communication apprehension.,They are rarely satisfied with the group experience.]",,They feel a greater sense of power.,english,0,,admin
eng79,All of the following are characteristics of aggressive group members EXCEPT,"[They often act in their own self-interest.,They may be critical and combative.,They may become abusive.,They are highly respected.,They are rarely satisfied with the group experience.]",,They are highly respected.,english,0,,admin
eng80,"All of the following are characteristics of passive-aggressive group members
EXCEPT","[They undermine others behind their backs.,They rarely exhibit aggressive behaviors.,They usually follow through with promised contributions.,They have little respect for the rights]",,They usually follow through with promised contributions.,english,0,,admin
eng81,"Mark agrees to take notes during an important meeting at which he disagrees with many group
decisions. The group asks him to bring copies of the notes to the next meeting so that everyone has a written
record of the discussion and group decisions. At the next meeting, Mark is absent. At the following meeting,
he tells everyone that he's still working on the notes and may not have them for awhile. What sort of
behavior does Mark exhibit?","[assertiveness,passivity,aggression,passive aggression,passive assertiveness]",,passive aggression,english,0,,admin
eng82,"Which of the following strategies and skill are effective when you need to and should say ""No"" to
someone?","[Use assertive words but passive nonverbal communication.,Don't say ""Yes"" or ""No"" until you hear and understand a specific request,Ask permission to say ""No"" such as ""Will you be upset if I don't do this?"",Anticipate the person's request before you hear the question so you can stop him or her from asking., Avoid saying ""No"" if the other person won't like your answer.]",,"Don't say ""Yes"" or ""No"" until you hear and understand a specific request",english,0,,admin
eng83,"When analyzing and adapting group member diversity, you should consider members'","[race.,gender.,age.,sexual orientation.,all of the above]",,all of the above,english,0,,admin
eng84,"During the 1990s, ______________ were the fastest growing racial/ethnic group.","[African Americans,Asian Americans,Hispanic/Latino Americans]",,Hispanic/Latino Americans,english,0,,admin
eng85,Which of the following groups would be considered a co-culture?,"[American Indian tribes,Hispanic/Latino Americans,Irish Americans,Arab Americans,all of the above]",,all of the above,english,0,,admin
eng86,"In the homogeneous ↔ heterogeneous group dialectic, homogeneous refers to","[a group composed of members who are different from one another.,a group composed of members who are the same or similar.,a group with a mixed sexual orientation.,a group of men., a group of women.]",,a group composed of members who are the same or similar.,english,0,,admin
eng87,"According to your textbook, there are 3 levels of diversity in every group. Which of the following
dimensions characterize the third (external) dimension?","[personality dimensions,race gender and age,physical characteristics and abilities,education religion and income,]",,personality dimensions,english,0,,admin
eng88,"People who believe that their culture is better than other cultures or that their culture should be the
role model for other cultures would be classified as","[ethnocentric.,stereotypical., prejudiced.,discriminatory.,racist.]",,ethnocentric.,english,0,,admin
eng89,"People who have biased beliefs about group members that are not based on direct experience and
firsthand knowledge or have irrational feelings of dislike and even hatred for certain groups would be
classified as","[ethnocentric.,stereotypical.,prejudiced.,discriminatory.]",,prejudiced.,english,0,,admin
eng90,"All of the following statements are characteristics of people who have prejudices
EXCEPT","[They deny opportunities granted to certain groups of people such as employment, equal rights, and housing.,Their beliefs about others are rarely based on extensive experience and firsthand knowledge.,They have irrational feelings or dislike for certain groups.,They justify negative feelings toward members of certain groups.,They have negative attitudes about people that are based on faulty stereotypes.]",,"They deny opportunities granted to certain groups of people such as employment, equal rights, and housing.",english,0,,admin
eng91,"Which of the following traits are included in the Big Five Personality Traits and in the Myers-Briggs
Type Indicator?","[extraversion,neuroticism,agreeableness,conscientiousness,openness to experience]",,extraversion,english,0,,admin
eng92,"In dialectic terms, the opposite or counterpart of a Myers-Briggs judger is","[an extrovert.,an intuitive.,a sensor.,a thinker.,a perceiver.]",,a perceiver.,english,0,,admin
eng93,"Oscar is very outgoing and tends to talk more than others during group discussions. He enjoys
working in the group and encourages others to get involved. Which Myers-Briggs personality trait best
describes Jasper?","[thinker,extrovert,feeler,introvert,sensor]",,extrovert,english,0,,admin
eng94,"Wanda tends to focus on details of the group project. She prefers to concentrate on one task at a
time. Of all the group members, Wanda may be the most practical and realistic. Which Myers-Briggs
personality trait best describes
Wanda?","[sensor,thinker,intuitive,perceiver,feeler]",,sensor,english,0,,admin
eng95,"Kim is people-oriented. She wants everyone in the group to get along. She often spends extra time
helping other group members. Which Myers-Briggs personality trait best describes Kim?","[sensor,thinker,intuitive,perceiver,feeler]",,feeler,english,0,,admin
eng96,"Dennis is always the most organized member of his group. He frequently encourages the group to
plan ahead. He develops lengthy ""To Do"" lists of tasks for the group to follow. Which Myers-Briggs
personality trait best describes
Dennis?","[sensor,judger,intuitive,perceiver,thinker]",,judger,english,0,,admin
eng97,"Even when everyone else in the group is upset or confused, Anthony stays cool, calm, and objective.
He doesn't mind making tough decisions and can't understand why other group members get upset about
things that are not relevant to the issue under discussion. In most situations, Anthony thinks it is more
important to be right than liked. Which Myers-Briggs personality trait best describes Anthony?","[extrovert,sensor,intuitive,thinker,perceiver]",,thinker,english,0,,admin
eng98,"Reggie is highly structured and good at coordinating the group's work and keeping it organized. He
never misses a deadline and expects others to do the same. Which Myers-Briggs personality trait best
describes Reggie?","[sensor, judger,intuitive, perceiver,thinker]",,judger,english,0,,admin
eng99,"Jason appears to be a very private person. He carefully thinks about what he is going to say before
speaking. He enjoys the group but would prefer to work alone. Which Myers-Briggs personality trait best
describes Jason?","[extrovert,introvert,perceiver, judger,none of the above]",,introvert,english,0,,admin
eng100,"Which scholar(s) define(s) an intercultural dimension as an aspect of a culture that can be measured
relative to other cultures?","[Isabel Briggs Myers and Katherine Briggs,Geert Hofstede,Edward Hall,Myron Lustig and Jolene Koester,Harry C. Triandis]",,Geert Hofstede,english,0,,admin
eng101,Which of the following cultural dimensions is ranked very high in the United States?,"[individualism,collectivism,high power distance,low power distance, high context]",,individualism,english,0,,admin
eng102,Which of the following groups of countries is the most collectivist?,"[Australia Canada and New Zealand,Central and South America,Italy Denmark and Sweden,the United States and England,Holland Belgium and France]",,Central and South America,english,0,,admin
eng103,Collectivist cultures place greater value on,"[uncertainty.,esteem and self-actualization needs.,personal freedom.,collaboration and cooperation.,directness of communication.]",,collaboration and cooperation.,english,0,,admin
eng104,"In high-context cultures, messages are","[implicit.,explicit.,objective.,factual.,all of the above.]",,implicit.,english,0,,admin
eng105,"In cultures with high uncertainty avoidance, people","[accept change as part of life.,view rules and regulations as restricting and counterproductive.,tolerate nonconformity.,see conflict and competition as natural.,want predictability and clear rules of behavior.]",,want predictability and clear rules of behavior.,english,0,,admin
eng106,"In ___________cultures, people are more dependent on language to express what they mean.","[high power distance,monochronic,low-context,low power distance,high-context]",,low-context,english,0,,admin
eng107,More monochronic cultures are in,"[Central and South America.,Asia.,southern Africa.,northern Europe and North America.]",,northern Europe and North America.,english,0,,admin
eng108,Which characteristics are common in monochronic time cultures?,"[Members like to concentrate on one job before moving to another.,Members are frequently late for appointments.,Members like thinking about several tasks at one time.,Members feel comfortable holding 2 or 3 conversations at the same time.,Relationships are far more important than schedules.]",,Members like to concentrate on one job before moving to another.,english,0,,admin
eng109,"In cultures with masculine values,","[men are supposed to be assertive tough and focused on material success whereas women are supposed to be
more modest tender and concerned with the quality of life.,men are supposed to focus on material success.,women are supposed to be modest and tender.,women are supposed to be more concerned with the quality of life.,all of the above are true]",,all of the above are true,english,0,,admin
eng110,"According to Hofstede, the people of Japan, Venezuela, and Italy live in a(n)________________
culture.","[individualistic,high power distance,low power distance,masculine,monochronic]",,masculine,english,0,,admin
eng111,"People who share beliefs such as ""It is the duck that squawks that gets shot,"" or ""Seeing is better
than hearing,"" would be characterized as members of a _______________ culture.","[individualistic,high-context,polychronic,low-uncertainty,high-power]",,high-context,english,0,,admin
